catalog Position,Title,author,Year Published,genre,Section,Total-copies,Times borrowed,Last borrowed_date,Rating,Ratings count,Price,Language,Page count,ISBN,subjects,Dimensions,Thumbnail
A4-B2-0056,Hidden Figures, Margot Lee Shetterly,2016,Biography & Autobiography,Young Adult (YA),6,116,18_Apr_24,4.41 out of 5 stars,78 ratings,$9.99 ,en,384,979-5-101-2224-5,"United States, African American mathematicians, United States. National Aeronautics and Space Administration, African American women, Officials and employees, Women mathematicians, Employees, Biography, Space race, United states, national aeronautics and space administration, African americans, biography, Mathematicians, biography, United states, officials and employees, United States National Aeronautics and Space Administration, African Americans, Juvenile literature, Women, JUVENILE NONFICTION, Mathematics, African American, People & Places, Mathematicians, Biography & Autobiography, Science & Technology, African americans, biography, juvenile literature, Aeronautics, juvenile literature, Aeronautics, history, Women, biography, juvenile literature, Women, united states, biography, Afronorteamericanas matemÃƒÂ¡ticas, Estados Unidos. AdministraciÃƒÂ³n Nacional de AeronÃƒÂ¡utica y Espacio, Funcionarios y empleados, Estados Unidos, BiografÃƒÂ­a, Mujeres matemÃƒÂ¡ticas, Mujeres afroamericanas, Carrera en el espacio, nyt:combined-print-and-e-book-nonfiction=2016-09-25, New York Times bestseller, Large type books",5.31 x 0.83 x 8 inches,
A4-B2-0057,Penrod,Booth Tarkington,1914,Comedy,Fiction,4,2,26_Nov_24,4.37 out of 5 stars,1 rating,$0.99 ,en,202,,"Indiana, fiction, Fiction, humorous, general, Fiction, Boys, Classic Literature, American fiction (fictional works by one author), Fiction, humorous, GarÃƒÂ§ons, Romans, nouvelles, Boys--fiction, Ps2972.p42 t37 1985, Tobacco in literature",6 x 0.52 x 9 inches,
A4-B2-0058,The guide of the perplexed of Maimonides,Moses Maimonides,1473,Religion,Humanities,5,3,27_Mar_24,5.0 out of 5 stars,2 ratings,Price not available,en,652,,"Jewish Philosophy, Jews, Judaism, Medieval Philosophy, Philosophy, Jewish, Philosophy, Medieval, Religion, Works to 1900, Ancient Philosophy, Arab Philosophy, Early works to 1800, FilosofÃƒÂ­a judÃƒÂ­a, FilosofÃƒÂ­a medieval, Introductions, Jewish ethics, JudaÃƒÂ­smo, Mishnah, Obras anteriores a 1800, Obras anteriores a 1900, Philosophy, Jewish. 0, Aristotelismus, Philosophy, Judentum, Bibliografie, History, Theodicy, Trinity, Ontological Proof, God, Maya language, Grammar, Judaism, doctrines, Judaism, works to 1900, Philosophie juive, Philosophie mÃƒÂ©diÃƒÂ©vale, JudaÃƒÂ¯sme, Ouvrages avant 1900, Judaismo, Filosofia medieval, Philosophie et religion, Judaism--works to 1900, Jewish philosophy--early works to 1800, Bm545 .d3312 2002, Judaism and philosophy, Early works to 1900, DalÃ„Âlat al-Ã¡Â¸Â¥Ã„ÂÃŠÂ¼irÃ„Â«n (Maimonides, Moses), Teachings, Sephardim",10.31 x 1.77 x 7.44 inches,
A4-B2-0059,The Adventures of Tom Sawyer,Mark Twain,1817,Adventure,Children,8,1,3_Feb_25,4.77 out of 5 stars,1 rating,$8.97 ,en,269,,"The Adventures of Tom Sawyer, Mark Twain, 1835-1910, 19th Century, Historical, Fiction, Classic, American, Novel, Children, Children's, Kid's, Juvenile, Young Adult, ADULT, 1967 Lewis Carroll Shelf Award, Literature, Hardcover, Paperback, Kindle, E-book, Free online, Dummies (Bookselling), Manuscripts, American Manuscripts, Movies, Theatre, Theater, Adventure stories, Novels, other prose & writers: 19th century, Male friendship, Adventure, Adventures, Adventurerers, Stories, Books, Readers, Runaway children, Child witnesses, Fugitive slaves, Race relations, Boys, Readers for new literates, High interest-low vocabulary books, open_syllabus_project, Sawyer, Tom (Personaje literario), Relatos de aventura, Muchachos, Cartoons and comics, History, Social life and customs, NiÃƒÂ±os, Translations, Russian, Spanish, Polish, Czech, FicciÃƒÂ³n juvenil, Juvenile fiction, KlassenlektÃƒÂ¼re, Englischunterricht, Translations into Czech, Children's stories, American, Tom Sawyer (Fictitious character), Children's fiction, Mississippi river, fiction, Missouri, fiction, Adventure and adventurers, fiction, Sawyer, tom (fictitious character), fiction, American fiction (fictional works by one author), Fiction, action & adventure, Fiction, humorous, Mississippi, fiction, Slaves, fiction, Southern states, fiction, Comics & graphic novels, literary, Fiction, general, Suo xie ben, Er tong wen xue, Chang pian xiao shuo, Huckleberry Finn (Fictitious character), Adventure fiction, Adventure and adventurers, Graphic novels, Comic books, strips, Facsimiles, Specimens, Large type books, American Adventure stories, History and criticism, Manners and customs, Runaways, Adaptations, Witnesses, Runaways, fiction, American literature, FICTION / Classics, FICTION / Literary, Aventures et aventuriers, Romans, Orphelins, Children's stories, Conduct of life, Abenteuer, Waisenkind, Ouvrages de fiction, FICTION / Action & Adventure, Boys, fiction, Fiction, humorous, general, Humorous stories, Behavior, fiction, Literature and fiction, juvenile, Friendship, fiction, Literature, collections, AR 8.3., Spanish language materials, Sawyer, Tom (Personaje imaginario), Novela, Novela de acciÃƒÂ³n y aventura, Novela humorÃƒÂ­stica, Novela estadounidense, GarÃƒÂ§ons, Romans, nouvelles, etc. pour la jeunesse, Tom Sawyer (Fictional character), English language, textbooks for foreign speakers, Finn, huckleberry (fictitious character), fiction, Exhibitions",6 x 0.68 x 9 inches,
A4-B2-0060,Behind that curtain,Earl Derr Biggers,1928,Crime/Thriller,Fiction,5,1,29_Sep_24,4.65 out of 5 stars,1 rating,$8.95 ,en,610,,"Fiction, Charlie Chan (Fictitious character), Police, Honolulu (Hawaii), Fiction, psychological, Married people, fiction, Paris (france), fiction, Chan, charlie (fictitious character), fiction, Hawaii, fiction, Fiction, mystery & detective, general, Fiction, mystery & detective, police procedural",5.45 x 2.11 x 8.63 inches,
A4-B2-0061,The Common Law,Robert W. Chambers,1911,Drama,Fiction,5,3,28_Sep_24,4.04 out of 5 stars,2 ratings,$9.99 ,en,486,,"Fiction, general",6.12 x 1.71 x 7.03 inches,
A4-B2-0062,Henri Matisse,Henri Matisse,1920,History,Humanities,5,5,28_Jul_24,4.86 out of 5 stars,4 ratings,$15.68 ,en,793,,"collectionID:EarlyArt, Books and reading, Catalogs, Chapelle du Rosaire (Vence, France), Criticism and interpretation, Exhibitions, French Painting, GosudarstvennyÃ„Â­ muzeÃ„Â­ A.S. Pushkina, GosudarstvennyÃ„Â­ Ã„â€“rmitazh (Soviet Union), Library, Painting, French, Stations of the Cross in art, Modernism (Art), Self-portraits, Artists' preparatory studies, Church decoration and ornament, Matisse, henri, 1869-1954, Women in art, Art, modern, 20th century, exhibitions",9 x 1.3 x 10.5 inches,
A4-B2-0063,Discovering Classical Music,Ian Christians,1991,History,Humanities,5,2,18_Jul_24,No rating available,No reviews,Price not available,en,153,,"Music, History and criticism",6.55 x 0.84 x 7.40 inches,
A4-B2-0064,Os Lusíadas,Luís de Camões,1572,Poetry,Fiction,6,2,18_Jun_24,4.56 out of 5 stars,1 rating,$10.24 ,pt-BR,236,979-4-490-2031-0,"Poetry, History, Discovery and exploration, Description and travel, Explorers, Early works to 1800, Portuguese Explorers, Colonies, Translations into English, Spanish poetry, Portuguese, Epic poetry, Concordances, Portuguese Epic poetry, Criticism and interpretation, Facsimiles, Manuscripts, Portuguese poetry, Translations from Portugese, English poetry, Travel, Portuguese language, Textbooks for foreign speakers, English, Gama, vasco da, 1469-1524, Voyages and travels, poetry, Continental european fiction (fictional works by one author), Portuguese language, study and teaching, Romances, Portuguese fiction, Poetry (poetic works by one author), Portuguese literature, Classical period, Camoens, Lusiads, Poetry, history and criticism, Language arts, Spanish literature, Asia, Portuguese language reference",5.86 x 0.83 x 7.89 inches,
A4-B2-0066,Constitución Política,Mexico.,1917,History,Non-Fiction,5,3,11_Oct_24,5.0 out of 5 stars,2 ratings,Price not available,es,658,,"Administrative law, Children, Civil rights, Constitucion, Constituciones, ConstituciÃƒÂ³n, Constitution, Constitutional history, Constitutional law, Constitutional law., Constitutions, Derecho constitucional, Derechos humanos, Emblemas naciones, Eminent domain, Governors, Himnos patriÃƒÂ³ticos, Human rights, Interpretation and construction, Juventud, Law and legislation, Laws, statutes, Legal status, laws, LegislaciÃƒÂ³n, Mexico, Mexico Congreso, Mexico. Congreso, MÃƒÂ©xico, National Emblems, National songs, NiÃƒÂ±os, Politics and government, Popular works, Presidents, Rules and practice, SituaciÃƒÂ³n legal, States, Youth",8.5 x 0.6 x 11 inches,
A4-B2-0067,Pan,Knut Hamsun,1900,Adventure,Fiction,5,7,27_Jan_25,4.53 out of 5 stars,4 ratings,$14.99 ,en,197,,"Norway in fiction, Fiction, Norwegian fiction, Translations into English, Classic Literature, Suicide, Norwegian Love stories, Fiction, general, Literature, Continental european fiction (fictional works by one author), Fiction, action & adventure",5.09 x 0.44 x 7.76 inches,
A4-B2-0068,Das Schloß,Franz Kafka,1926,Novel,Fiction,5,5,15_May_24,2.08 out of 5 stars,3 ratings,$10.66 ,de,352,978-5-236-7257-0,"Fiction, Bureaucracy, Castles, Criticism and interpretation, Classic Literature, German literature, Classics, Classic, Continental european fiction (fictional works by one author), New York Times reviewed, Germanic literature, Fiction, classics, Austrian Authors, Biography",6 x 0.6 x 9 inches,
A4-B2-0069,Sanditon,Jane Austen,1925,Romance,Fiction,4,4,15_Dec_24,4.46 out of 5 stars,3 ratings,$11.29 ,en,142,,"Love stories, English, Manuscripts, English Manuscripts, Facsimiles, Social conditions, Fiction, British and irish fiction (fictional works by one author), Social life and customs, Large type books, English literature, Fiction, family life, marriage & divorce, Fiction, classics, Fiction, romance, clean & wholesome, England, fiction, Fiction, general, Textual Criticism, 18.05 English literature, Sanditon (Austen, Jane), Austen, jane, 1775-1817, Upper class, Women, Conduct of life, Manners and customs",5.25 x 0.7 x 8 inches,
A4-B2-0070,Angels & Demons,Dan Brown,2000,Crime/Thriller,Fiction,3,353,5_Nov_24,4.56 out of 5 stars,225 ratings,$0.99 ,en,445,,"heparin, ambigrams, antimatter, Freemasons, Swiss Guard, Murder, Investigation, Women scientists, College teachers, Terrorism, Catholic Church, Fiction, Action and adventure fiction, papacy, suspense fiction, thrillers, signs and symbols, secret societies, anti-Catholicism, Illuminati, vendetta, crimes against physicists, religious educators, popes, election, suspense, Anticatolicismo, Cryptographers, Papas, Physicists, SÃƒÂ­mbolos, Educadores religiosos, Vendeta, Sociedades secretas, FÃƒÂ­sicos, Crimes against, ElecciÃƒÂ³n, Adventure stories, Delitos contra, Sante sede, Novela de suspense, FicciÃƒÂ³n, Adventure fiction, Signos y sÃƒÂ­mbolos, Reading Level-Grade 7, Reading Level-Grade 9, Reading Level-Grade 8, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Detective and mystery stories, American fiction, VerschwÃƒÂ¶rung, Appreciation, Geheimbund, Art appreciation, FICTION / Thrillers / General, FICTION / Thrillers / Suspense, Fiction, suspense, Vatican city, fiction, Langdon, robert (fictitious character), fiction, Fiction, thrillers, general, Educators, American literature, Langdon, Robert (Personnage fictif), Romans, SociÃƒÂ©tÃƒÂ©s secrÃƒÂ¨tes, Papes, Ãƒâ€°glise catholique, IlluminÃƒÂ©s, Ãƒâ€°lection, Roman policier amÃƒÂ©ricain, Large type books, nyt:mass-market-paperback=2009-02-22, New York Times bestseller, Fiction, thrillers, suspense, Translations into Serbian, Motion pictures, united states, Fictional Works, PapautÃƒÂ©, Romans, nouvelles, American drama, collectionid:dbrl",6.17 x 1.65 x 8.26 inches,
A4-B2-0071,Beric the Briton,G. A. Henty,1892,Adventure,Children,6,1,26_Apr_24,No rating available,No reviews,$11.99 ,en,302,,"Children: Grades 4-6, History, Britons, Juvenile fiction, Great britain, fiction, Fiction, historical, general, Roman invasion of Britain, Fiction, war & military, Young men, Soldiers, Gladiators, Conduct of life, Invasions, Fiction, Invasions of Great Britain, Great britain, history, fiction, Children's fiction",5.87 x 1.29 x 9.88 inches,
A4-B2-0072,The Man Who Was Thursday,Gilbert Keith Chesterton,1908,Crime/Thriller,Fiction,7,17,14_Jul_24,4.14 out of 5 stars,10 ratings,$12.97 ,eng,134,,"Anarchists, Novela de misterio, Police, Libros en letra grande, Fiction, Novela fantÃƒÂ¡stica, FicciÃƒÂ³n, Classic Literature, AlegorÃƒÂ­as, Anarquistas, Long Now Manual for Civilization, London (england), fiction, England, fiction, Fiction, mystery & detective, traditional, Fiction, mystery & detective, police procedural, Fiction, crime, London (England), Religion, English literature, Mystery and detective, British and irish fiction (fictional works by one author), Fiction, thrillers, general, Conspiracies, Fiction, fantasy, general, Fiction, mystery & detective, general, Anarchism, Detective Story, Mystery, Crime Novel, Drama (dramatic works by one author), Fiction, thrillers, espionage, Drama, Novela inglesa, Christianity, Anarchists--fiction, Pr4453.c4 m4 2001, 823/.912",6 x 0.24 x 9 inches,
A4-B2-0073,Autobiography,Benjamin Franklin,1791,Biography & Autobiography,Non-Fiction,7,65,6_Sep_24,4.42 out of 5 stars,43 ratings,$178 ,en,418,,"Wills, Scientists, Printers, American Maxims, Inventors, Correspondence, Philosophers, Politics and government, Statesman, Open Library Staff Picks, Maxims, Will, History, Portraits, Sources, Quakers, Education, Childhood and youth, Biography, Statesmen, Franklin, benjamin, 1706-1790, Statesmen, biography, Statesmen, united states, Scientists, biography, Education, united states, United states, biography, Biography & Autobiography, Nonfiction, Classic Literature, Fiction, Dictionaries, English language, French, Historical, Spanish, Politics, Meteorology, Diplomacy, Theology, franklin, life, governor, great, colonies, tion, public, afterward, going, great britain, good deal, lord howe, lord hillsborough, great deal, ten years, public mind, public domain, franklin wrote, young man, paper money, Korean, Foreign relations, Diplomatic relations, Large type books, United states, history, BIOGRAPHY & AUTOBIOGRAPHY / Personal Memoirs, Hommes d'Ãƒâ€°tat, Biographies, Autobiografie, Operating systems (Computers), Problems, exercises, UNIX (Computer file), Solaris (Computer file), Linux, French language, Founding Fathers of the United States, Franklin, benjamin , 1706-1790, Statesmen--united states--biography, E302.6.f7 a3 1996, 973.3/092 b, Politique et gouvernement, Textbooks, Franklin, Benjamin,",6 x 0.31 x 9 inches,
A4-B2-0074,The Adventures of Gerard,Arthur Conan Doyle,1902,Adventure,Fiction,5,6,12_Mar_24,4.48 out of 5 stars,4 ratings,$0.99 ,en,460,,"Fiction, Napoleonic Wars, 1800-1815, France in fiction, Napoleonic Wars, 1800-1815 in fiction, Military History, English War stories, English Adventure stories, Classic Literature, Napolean Wars, 1800-1815, History, British and irish fiction (fictional works by one author), Fiction, historical, general, Fiction, action & adventure, France, fiction, gerard, adventures, emperor, rode, instant, tlie, colonel, hussars, etienne, lord rufton, etienne gerard, captured saragossa, gerard lost, brigadier gerard, lady jane, brigadier slew, public domain, cried lord, looked round",5 x 1.2 x 8 inches,
A4-B2-0075,Elegiae,Sextus Propertius,1780,Poetry,Humanities,6,1,5_Oct_24,No rating available,No reviews,$12.16 ,en,602,,"Concordances, English prose literature, Glossaries, Glossaries, vocabularies, History and criticism, In literature, Language, Latin Elegiac poetry, Latin Love poetry, Latin language, Literatura latina, Man-woman relationships, Poetry, Rome, Rome in literature, Translations from Latin, Translations in French, Translations into English, Translations into French, Translations into German, Translations into Portuguese, Translations into Russian, Translations into Spanish, Translations into modern Greek, Word frequency, Latin language materials, English Elegiac poetry, PoÃƒÂ©sie d'amour latine, PoÃƒÂ©sie ÃƒÂ©lÃƒÂ©giaque latine, Traductions anglaises, Ãƒâ€°lÃƒÂ©gies latines, Latin poetry, translations into english, Elegiac poetry, Poetry (poetic works by one author), Propertius, sextus, Elegiac poetry, history and criticism, Latin poetry, history and criticism, Poetry, collections, Love poetry, Latin poetry, Translations, Latin language, glossaries, vocabularies, etc., Technical education, Universities and colleges, Translations into englishpropertius, sextus, Elegiac poetry, latin--translations into english, Love poetry, latin--translations into english, Man-woman relationships--rome--poetry, Pa6645.e5 m8, 874/.01, Poetry - general & miscellaneous, Ancient roman poetry",6.92 x 2.00 x 8.54 inches,
